,#,Name,Type,HP,ATK,DEF,SP.ATK,SP.DEF,SPEED,Icon
663,564,Tirtouga,"['Rock', 'Water']",54,78,103,53,45,22,https://img.pokemondb.net/sprites/sword-shield/icon/tirtouga.png
664,565,Carracosta,"['Rock', 'Water']",74,108,133,83,65,32,https://img.pokemondb.net/sprites/sword-shield/icon/carracosta.png
665,566,Archen,"['Flying', 'Rock']",55,112,45,74,45,70,https://img.pokemondb.net/sprites/sword-shield/icon/archen.png
666,567,Archeops,"['Flying', 'Rock']",75,140,65,112,65,110,https://img.pokemondb.net/sprites/sword-shield/icon/archeops.png
667,568,Trubbish,Poison,50,50,62,40,62,65,https://img.pokemondb.net/sprites/sword-shield/icon/trubbish.png
668,569,Garbodor,Poison,80,95,82,60,82,75,https://img.pokemondb.net/sprites/sword-shield/icon/garbodor.png
669,570,Zorua,Dark,40,65,40,80,40,65,https://img.pokemondb.net/sprites/sword-shield/icon/zorua.png
670,571,Zoroark,Dark,60,105,60,120,60,105,https://img.pokemondb.net/sprites/sword-shield/icon/zoroark.png
671,572,Minccino,Normal,55,50,40,40,40,75,https://img.pokemondb.net/sprites/sword-shield/icon/minccino.png
672,573,Cinccino,Normal,75,95,60,65,60,115,https://img.pokemondb.net/sprites/sword-shield/icon/cinccino.png
673,574,Gothita,Psychic,45,30,50,55,65,45,https://img.pokemondb.net/sprites/sword-shield/icon/gothita.png
674,575,Gothorita,Psychic,60,45,70,75,85,55,https://img.pokemondb.net/sprites/sword-shield/icon/gothorita.png
675,576,Gothitelle,Psychic,70,55,95,95,110,65,https://img.pokemondb.net/sprites/sword-shield/icon/gothitelle.png
676,577,Solosis,Psychic,45,30,40,105,50,20,https://img.pokemondb.net/sprites/sword-shield/icon/solosis.png
677,578,Duosion,Psychic,65,40,50,125,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/duosion.png
678,579,Reuniclus,Psychic,110,65,75,125,85,30,https://img.pokemondb.net/sprites/sword-shield/icon/reuniclus.png
679,580,Ducklett,"['Flying', 'Water']",62,44,50,44,50,55,https://img.pokemondb.net/sprites/sword-shield/icon/ducklett.png
680,581,Swanna,"['Flying', 'Water']",75,87,63,87,63,98,https://img.pokemondb.net/sprites/sword-shield/icon/swanna.png
681,582,Vanillite,Ice,36,50,50,65,60,44,https://img.pokemondb.net/sprites/sword-shield/icon/vanillite.png
682,583,Vanillish,Ice,51,65,65,80,75,59,https://img.pokemondb.net/sprites/sword-shield/icon/vanillish.png
683,584,Vanilluxe,Ice,71,95,85,110,95,79,https://img.pokemondb.net/sprites/sword-shield/icon/vanilluxe.png
684,585,Deerling,"['Grass', 'Normal']",60,60,50,40,50,75,https://img.pokemondb.net/sprites/sword-shield/icon/deerling.png
685,586,Sawsbuck,"['Grass', 'Normal']",80,100,70,60,70,95,https://img.pokemondb.net/sprites/sword-shield/icon/sawsbuck.png
686,587,Emolga,"['Flying', 'Electric']",55,75,60,75,60,103,https://img.pokemondb.net/sprites/sword-shield/icon/emolga.png
687,588,Karrablast,Bug,50,75,45,40,45,60,https://img.pokemondb.net/sprites/sword-shield/icon/karrablast.png
688,589,Escavalier,"['Steel', 'Bug']",70,135,105,60,105,20,https://img.pokemondb.net/sprites/sword-shield/icon/escavalier.png
689,590,Foongus,"['Poison', 'Grass']",69,55,45,55,55,15,https://img.pokemondb.net/sprites/sword-shield/icon/foongus.png
690,591,Amoonguss,"['Poison', 'Grass']",114,85,70,85,80,30,https://img.pokemondb.net/sprites/sword-shield/icon/amoonguss.png
691,592,Frillish,"['Ghost', 'Water']",55,40,50,65,85,40,https://img.pokemondb.net/sprites/sword-shield/icon/frillish.png
692,593,Jellicent,"['Ghost', 'Water']",100,60,70,85,105,60,https://img.pokemondb.net/sprites/sword-shield/icon/jellicent.png
693,594,Alomomola,Water,165,75,80,40,45,65,https://img.pokemondb.net/sprites/sword-shield/icon/alomomola.png
694,595,Joltik,"['Electric', 'Bug']",50,47,50,57,50,65,https://img.pokemondb.net/sprites/sword-shield/icon/joltik.png
695,596,Galvantula,"['Electric', 'Bug']",70,77,60,97,60,108,https://img.pokemondb.net/sprites/sword-shield/icon/galvantula.png
696,597,Ferroseed,"['Steel', 'Grass']",44,50,91,24,86,10,https://img.pokemondb.net/sprites/sword-shield/icon/ferroseed.png
697,598,Ferrothorn,"['Steel', 'Grass']",74,94,131,54,116,20,https://img.pokemondb.net/sprites/sword-shield/icon/ferrothorn.png
698,599,Klink,Steel,40,55,70,45,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/klink.png
699,600,Klang,Steel,60,80,95,70,85,50,https://img.pokemondb.net/sprites/sword-shield/icon/klang.png
700,601,Klinklang,Steel,60,100,115,70,85,90,https://img.pokemondb.net/sprites/sword-shield/icon/klinklang.png
701,602,Tynamo,Electric,35,55,40,45,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/tynamo.png
702,603,Eelektrik,Electric,65,85,70,75,70,40,https://img.pokemondb.net/sprites/sword-shield/icon/eelektrik.png
703,604,Eelektross,Electric,85,115,80,105,80,50,https://img.pokemondb.net/sprites/sword-shield/icon/eelektross.png
704,605,Elgyem,Psychic,55,55,55,85,55,30,https://img.pokemondb.net/sprites/sword-shield/icon/elgyem.png
705,606,Beheeyem,Psychic,75,75,75,125,95,40,https://img.pokemondb.net/sprites/sword-shield/icon/beheeyem.png
706,607,Litwick,"['Fire', 'Ghost']",50,30,55,65,55,20,https://img.pokemondb.net/sprites/sword-shield/icon/litwick.png
707,608,Lampent,"['Fire', 'Ghost']",60,40,60,95,60,55,https://img.pokemondb.net/sprites/sword-shield/icon/lampent.png
708,609,Chandelure,"['Fire', 'Ghost']",60,55,90,145,90,80,https://img.pokemondb.net/sprites/sword-shield/icon/chandelure.png
709,610,Axew,Dragon,46,87,60,30,40,57,https://img.pokemondb.net/sprites/sword-shield/icon/axew.png
710,611,Fraxure,Dragon,66,117,70,40,50,67,https://img.pokemondb.net/sprites/sword-shield/icon/fraxure.png
711,612,Haxorus,Dragon,76,147,90,60,70,97,https://img.pokemondb.net/sprites/sword-shield/icon/haxorus.png
712,613,Cubchoo,Ice,55,70,40,60,40,40,https://img.pokemondb.net/sprites/sword-shield/icon/cubchoo.png
713,614,Beartic,Ice,95,130,80,70,80,50,https://img.pokemondb.net/sprites/sword-shield/icon/beartic.png
714,615,Cryogonal,Ice,80,50,50,95,135,105,https://img.pokemondb.net/sprites/sword-shield/icon/cryogonal.png
715,616,Shelmet,Bug,50,40,85,40,65,25,https://img.pokemondb.net/sprites/sword-shield/icon/shelmet.png
716,617,Accelgor,Bug,80,70,40,100,60,145,https://img.pokemondb.net/sprites/sword-shield/icon/accelgor.png
717,618,Stunfisk,"['Electric', 'Ground']",109,66,84,81,99,32,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk.png
718,618,Galarian Stunfisk,"['Steel', 'Ground']",109,81,99,66,84,32,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk-galarian.png
719,619,Mienfoo,Fighting,45,85,50,55,50,65,https://img.pokemondb.net/sprites/sword-shield/icon/mienfoo.png
720,620,Mienshao,Fighting,65,125,60,95,60,105,https://img.pokemondb.net/sprites/sword-shield/icon/mienshao.png
721,621,Druddigon,Dragon,77,120,90,60,90,48,https://img.pokemondb.net/sprites/sword-shield/icon/druddigon.png
722,622,Golett,"['Ghost', 'Ground']",59,74,50,35,50,35,https://img.pokemondb.net/sprites/sword-shield/icon/golett.png
723,623,Golurk,"['Ghost', 'Ground']",89,124,80,55,80,55,https://img.pokemondb.net/sprites/sword-shield/icon/golurk.png
724,624,Pawniard,"['Steel', 'Dark']",45,85,70,40,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/pawniard.png
725,625,Bisharp,"['Steel', 'Dark']",65,125,100,60,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/bisharp.png
726,626,Bouffalant,Normal,95,110,95,40,95,55,https://img.pokemondb.net/sprites/sword-shield/icon/bouffalant.png
727,627,Rufflet,"['Flying', 'Normal']",70,83,50,37,50,60,https://img.pokemondb.net/sprites/sword-shield/icon/rufflet.png
728,628,Braviary,"['Flying', 'Normal']",100,123,75,57,75,80,https://img.pokemondb.net/sprites/sword-shield/icon/braviary.png
729,629,Vullaby,"['Flying', 'Dark']",70,55,75,45,65,60,https://img.pokemondb.net/sprites/sword-shield/icon/vullaby.png
730,630,Mandibuzz,"['Flying', 'Dark']",110,65,105,55,95,80,https://img.pokemondb.net/sprites/sword-shield/icon/mandibuzz.png
731,631,Heatmor,Fire,85,97,66,105,66,65,https://img.pokemondb.net/sprites/sword-shield/icon/heatmor.png
732,632,Durant,"['Steel', 'Bug']",58,109,112,48,48,109,https://img.pokemondb.net/sprites/sword-shield/icon/durant.png
733,633,Deino,"['Dragon', 'Dark']",52,65,50,45,50,38,https://img.pokemondb.net/sprites/sword-shield/icon/deino.png
734,634,Zweilous,"['Dragon', 'Dark']",72,85,70,65,70,58,https://img.pokemondb.net/sprites/sword-shield/icon/zweilous.png
735,635,Hydreigon,"['Dragon', 'Dark']",92,105,90,125,90,98,https://img.pokemondb.net/sprites/sword-shield/icon/hydreigon.png
736,636,Larvesta,"['Fire', 'Bug']",55,85,55,50,55,60,https://img.pokemondb.net/sprites/sword-shield/icon/larvesta.png
737,637,Volcarona,"['Fire', 'Bug']",85,60,65,135,105,100,https://img.pokemondb.net/sprites/sword-shield/icon/volcarona.png
738,638,Cobalion,"['Fighting', 'Steel']",91,90,129,90,72,108,https://img.pokemondb.net/sprites/sword-shield/icon/cobalion.png
739,639,Terrakion,"['Fighting', 'Rock']",91,129,90,72,90,108,https://img.pokemondb.net/sprites/sword-shield/icon/terrakion.png
740,640,Virizion,"['Fighting', 'Grass']",91,90,72,90,129,108,https://img.pokemondb.net/sprites/sword-shield/icon/virizion.png
741,641,Incarnate Forme,Flying,79,115,70,125,80,111,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-incarnate.png
742,641,Therian Forme,Flying,79,100,80,110,90,121,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-therian.png
743,642,Incarnate Forme,"['Flying', 'Electric']",79,115,70,125,80,111,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-incarnate.png
744,642,Therian Forme,"['Flying', 'Electric']",79,105,70,145,80,101,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-therian.png
745,643,Reshiram,"['Fire', 'Dragon']",100,120,100,150,120,90,https://img.pokemondb.net/sprites/sword-shield/icon/reshiram.png
746,644,Zekrom,"['Electric', 'Dragon']",100,150,120,120,100,90,https://img.pokemondb.net/sprites/sword-shield/icon/zekrom.png
747,645,Incarnate Forme,"['Flying', 'Ground']",89,125,90,115,80,101,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-incarnate.png
748,645,Therian Forme,"['Flying', 'Ground']",89,145,90,105,80,91,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-therian.png
749,646,Kyurem,"['Ice', 'Dragon']",125,130,90,130,90,95,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem.png
750,646,Black Kyurem,"['Ice', 'Dragon']",125,170,100,120,90,95,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-black.png
751,646,White Kyurem,"['Ice', 'Dragon']",125,120,90,170,100,95,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-white.png
752,647,Ordinary Forme,"['Fighting', 'Water']",91,72,90,129,90,108,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-ordinary.png
753,647,Resolute Forme,"['Fighting', 'Water']",91,72,90,129,90,108,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-resolute.png
754,648,Aria Forme,"['Psychic', 'Normal']",100,77,77,128,128,90,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-aria.png
755,648,Pirouette Forme,"['Fighting', 'Normal']",100,128,90,77,77,128,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-pirouette.png
756,649,Genesect,"['Steel', 'Bug']",71,120,95,120,95,99,https://img.pokemondb.net/sprites/sword-shield/icon/genesect.png
757,650,Chespin,Grass,56,61,65,48,45,38,https://img.pokemondb.net/sprites/sword-shield/icon/chespin.png
758,651,Quilladin,Grass,61,78,95,56,58,57,https://img.pokemondb.net/sprites/sword-shield/icon/quilladin.png
759,652,Chesnaught,"['Fighting', 'Grass']",88,107,122,74,75,64,https://img.pokemondb.net/sprites/sword-shield/icon/chesnaught.png
760,653,Fennekin,Fire,40,45,40,62,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/fennekin.png
761,654,Braixen,Fire,59,59,58,90,70,73,https://img.pokemondb.net/sprites/sword-shield/icon/braixen.png
762,655,Delphox,"['Psychic', 'Fire']",75,69,72,114,100,104,https://img.pokemondb.net/sprites/sword-shield/icon/delphox.png
763,656,Froakie,Water,41,56,40,62,44,71,https://img.pokemondb.net/sprites/sword-shield/icon/froakie.png
764,657,Frogadier,Water,54,63,52,83,56,97,https://img.pokemondb.net/sprites/sword-shield/icon/frogadier.png
765,658,Greninja,"['Dark', 'Water']",72,95,67,103,71,122,https://img.pokemondb.net/sprites/sword-shield/icon/greninja.png
766,658,Ash-Greninja,"['Dark', 'Water']",72,145,67,153,71,132,https://img.pokemondb.net/sprites/sword-shield/icon/greninja-ash.png
767,659,Bunnelby,Normal,38,36,38,32,36,57,https://img.pokemondb.net/sprites/sword-shield/icon/bunnelby.png
768,660,Diggersby,"['Ground', 'Normal']",85,56,77,50,77,78,https://img.pokemondb.net/sprites/sword-shield/icon/diggersby.png
769,661,Fletchling,"['Flying', 'Normal']",45,50,43,40,38,62,https://img.pokemondb.net/sprites/sword-shield/icon/fletchling.png
770,662,Fletchinder,"['Flying', 'Fire']",62,73,55,56,52,84,https://img.pokemondb.net/sprites/sword-shield/icon/fletchinder.png
771,663,Talonflame,"['Flying', 'Fire']",78,81,71,74,69,126,https://img.pokemondb.net/sprites/sword-shield/icon/talonflame.png
772,664,Scatterbug,Bug,38,35,40,27,25,35,https://img.pokemondb.net/sprites/sword-shield/icon/scatterbug.png
773,665,Spewpa,Bug,45,22,60,27,30,29,https://img.pokemondb.net/sprites/sword-shield/icon/spewpa.png
774,666,Vivillon,"['Flying', 'Bug']",80,52,50,90,50,89,https://img.pokemondb.net/sprites/sword-shield/icon/vivillon.png
775,667,Litleo,"['Normal', 'Fire']",62,50,58,73,54,72,https://img.pokemondb.net/sprites/sword-shield/icon/litleo.png
776,668,Pyroar,"['Normal', 'Fire']",86,68,72,109,66,106,https://img.pokemondb.net/sprites/sword-shield/icon/pyroar.png
777,669,Flabébé,Fairy,44,38,39,61,79,42,https://img.pokemondb.net/sprites/sword-shield/icon/flabebe.png
778,670,Floette,Fairy,54,45,47,75,98,52,https://img.pokemondb.net/sprites/sword-shield/icon/floette.png
779,671,Florges,Fairy,78,65,68,112,154,75,https://img.pokemondb.net/sprites/sword-shield/icon/florges.png
780,672,Skiddo,Grass,66,65,48,62,57,52,https://img.pokemondb.net/sprites/sword-shield/icon/skiddo.png
781,673,Gogoat,Grass,123,100,62,97,81,68,https://img.pokemondb.net/sprites/sword-shield/icon/gogoat.png
782,674,Pancham,Fighting,67,82,62,46,48,43,https://img.pokemondb.net/sprites/sword-shield/icon/pancham.png
783,675,Pangoro,"['Dark', 'Fighting']",95,124,78,69,71,58,https://img.pokemondb.net/sprites/sword-shield/icon/pangoro.png
784,676,Furfrou,Normal,75,80,60,65,90,102,https://img.pokemondb.net/sprites/sword-shield/icon/furfrou.png
785,677,Espurr,Psychic,62,48,54,63,60,68,https://img.pokemondb.net/sprites/sword-shield/icon/espurr.png
786,678,Male,Psychic,74,48,76,83,81,104,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-male.png
787,678,Female,Psychic,74,48,76,83,81,104,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-female.png
788,679,Honedge,"['Ghost', 'Steel']",45,80,100,35,37,28,https://img.pokemondb.net/sprites/sword-shield/icon/honedge.png
789,680,Doublade,"['Ghost', 'Steel']",59,110,150,45,49,35,https://img.pokemondb.net/sprites/sword-shield/icon/doublade.png
790,681,Blade Forme,"['Ghost', 'Steel']",60,150,50,150,50,60,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-blade.png
791,681,Shield Forme,"['Ghost', 'Steel']",60,50,150,50,150,60,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-shield.png
792,682,Spritzee,Fairy,78,52,60,63,65,23,https://img.pokemondb.net/sprites/sword-shield/icon/spritzee.png
793,683,Aromatisse,Fairy,101,72,72,99,89,29,https://img.pokemondb.net/sprites/sword-shield/icon/aromatisse.png
794,684,Swirlix,Fairy,62,48,66,59,57,49,https://img.pokemondb.net/sprites/sword-shield/icon/swirlix.png
795,685,Slurpuff,Fairy,82,80,86,85,75,72,https://img.pokemondb.net/sprites/sword-shield/icon/slurpuff.png
796,686,Inkay,"['Psychic', 'Dark']",53,54,53,37,46,45,https://img.pokemondb.net/sprites/sword-shield/icon/inkay.png
797,687,Malamar,"['Psychic', 'Dark']",86,92,88,68,75,73,https://img.pokemondb.net/sprites/sword-shield/icon/malamar.png
798,688,Binacle,"['Water', 'Rock']",42,52,67,39,56,50,https://img.pokemondb.net/sprites/sword-shield/icon/binacle.png
799,689,Barbaracle,"['Water', 'Rock']",72,105,115,54,86,68,https://img.pokemondb.net/sprites/sword-shield/icon/barbaracle.png
800,690,Skrelp,"['Water', 'Poison']",50,60,60,60,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/skrelp.png
801,691,Dragalge,"['Dragon', 'Poison']",65,75,90,97,123,44,https://img.pokemondb.net/sprites/sword-shield/icon/dragalge.png
802,692,Clauncher,Water,50,53,62,58,63,44,https://img.pokemondb.net/sprites/sword-shield/icon/clauncher.png
803,693,Clawitzer,Water,71,73,88,120,89,59,https://img.pokemondb.net/sprites/sword-shield/icon/clawitzer.png
804,694,Helioptile,"['Normal', 'Electric']",44,38,33,61,43,70,https://img.pokemondb.net/sprites/sword-shield/icon/helioptile.png
805,695,Heliolisk,"['Normal', 'Electric']",62,55,52,109,94,109,https://img.pokemondb.net/sprites/sword-shield/icon/heliolisk.png
806,696,Tyrunt,"['Dragon', 'Rock']",58,89,77,45,45,48,https://img.pokemondb.net/sprites/sword-shield/icon/tyrunt.png
807,697,Tyrantrum,"['Dragon', 'Rock']",82,121,119,69,59,71,https://img.pokemondb.net/sprites/sword-shield/icon/tyrantrum.png
808,698,Amaura,"['Ice', 'Rock']",77,59,50,67,63,46,https://img.pokemondb.net/sprites/sword-shield/icon/amaura.png
809,699,Aurorus,"['Ice', 'Rock']",123,77,72,99,92,58,https://img.pokemondb.net/sprites/sword-shield/icon/aurorus.png
810,700,Sylveon,Fairy,95,65,65,110,130,60,https://img.pokemondb.net/sprites/sword-shield/icon/sylveon.png
811,701,Hawlucha,"['Flying', 'Fighting']",78,92,75,74,63,118,https://img.pokemondb.net/sprites/sword-shield/icon/hawlucha.png
812,702,Dedenne,"['Fairy', 'Electric']",67,58,57,81,67,101,https://img.pokemondb.net/sprites/sword-shield/icon/dedenne.png
813,703,Carbink,"['Fairy', 'Rock']",50,50,150,50,150,50,https://img.pokemondb.net/sprites/sword-shield/icon/carbink.png
814,704,Goomy,Dragon,45,50,35,55,75,40,https://img.pokemondb.net/sprites/sword-shield/icon/goomy.png
815,705,Sliggoo,Dragon,68,75,53,83,113,60,https://img.pokemondb.net/sprites/sword-shield/icon/sliggoo.png
816,706,Goodra,Dragon,90,100,70,110,150,80,https://img.pokemondb.net/sprites/sword-shield/icon/goodra.png
817,707,Klefki,"['Fairy', 'Steel']",57,80,91,80,87,75,https://img.pokemondb.net/sprites/sword-shield/icon/klefki.png
818,708,Phantump,"['Grass', 'Ghost']",43,70,48,50,60,38,https://img.pokemondb.net/sprites/sword-shield/icon/phantump.png
819,709,Trevenant,"['Grass', 'Ghost']",85,110,76,65,82,56,https://img.pokemondb.net/sprites/sword-shield/icon/trevenant.png
820,710,Average Size,"['Grass', 'Ghost']",49,66,70,44,55,51,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-average.png
821,710,Small Size,"['Grass', 'Ghost']",44,66,70,44,55,56,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-small.png
822,710,Large Size,"['Grass', 'Ghost']",54,66,70,44,55,46,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-large.png
823,710,Super Size,"['Grass', 'Ghost']",59,66,70,44,55,41,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-super.png
824,711,Average Size,"['Grass', 'Ghost']",65,90,122,58,75,84,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-average.png
825,711,Small Size,"['Grass', 'Ghost']",55,85,122,58,75,99,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-small.png
826,711,Large Size,"['Grass', 'Ghost']",75,95,122,58,75,69,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-large.png
827,711,Super Size,"['Grass', 'Ghost']",85,100,122,58,75,54,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-super.png
828,712,Bergmite,Ice,55,69,85,32,35,28,https://img.pokemondb.net/sprites/sword-shield/icon/bergmite.png
829,713,Avalugg,Ice,95,117,184,44,46,28,https://img.pokemondb.net/sprites/sword-shield/icon/avalugg.png
830,714,Noibat,"['Dragon', 'Flying']",40,30,35,45,40,55,https://img.pokemondb.net/sprites/sword-shield/icon/noibat.png
831,715,Noivern,"['Dragon', 'Flying']",85,70,80,97,80,123,https://img.pokemondb.net/sprites/sword-shield/icon/noivern.png
832,716,Xerneas,Fairy,126,131,95,131,98,99,https://img.pokemondb.net/sprites/sword-shield/icon/xerneas.png
833,717,Yveltal,"['Flying', 'Dark']",126,131,95,131,98,99,https://img.pokemondb.net/sprites/sword-shield/icon/yveltal.png
834,718,50% Forme,"['Ground', 'Dragon']",108,100,121,81,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-50.png
835,718,10% Forme,"['Ground', 'Dragon']",54,100,71,61,85,115,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-10.png
836,718,Complete Forme,"['Ground', 'Dragon']",216,100,121,91,95,85,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-complete.png
837,719,Diancie,"['Fairy', 'Rock']",50,100,150,100,150,50,https://img.pokemondb.net/sprites/sword-shield/icon/diancie.png
838,719,Mega Diancie,"['Fairy', 'Rock']",50,160,110,160,110,110,https://img.pokemondb.net/sprites/sword-shield/icon/diancie-mega.png
839,720,Hoopa Confined,"['Ghost', 'Psychic']",80,110,60,150,130,70,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-confined.png
840,720,Hoopa Unbound,"['Dark', 'Psychic']",80,160,60,170,130,80,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-unbound.png
841,721,Volcanion,"['Water', 'Fire']",80,110,120,130,90,70,https://img.pokemondb.net/sprites/sword-shield/icon/volcanion.png
842,722,Rowlet,"['Flying', 'Grass']",68,55,55,50,50,42,https://img.pokemondb.net/sprites/sword-shield/icon/rowlet.png
843,723,Dartrix,"['Flying', 'Grass']",78,75,75,70,70,52,https://img.pokemondb.net/sprites/sword-shield/icon/dartrix.png
844,724,Decidueye,"['Ghost', 'Grass']",78,107,75,100,100,70,https://img.pokemondb.net/sprites/sword-shield/icon/decidueye.png
845,725,Litten,Fire,45,65,40,60,40,70,https://img.pokemondb.net/sprites/sword-shield/icon/litten.png
846,726,Torracat,Fire,65,85,50,80,50,90,https://img.pokemondb.net/sprites/sword-shield/icon/torracat.png
847,727,Incineroar,"['Dark', 'Fire']",95,115,90,80,90,60,https://img.pokemondb.net/sprites/sword-shield/icon/incineroar.png
848,728,Popplio,Water,50,54,54,66,56,40,https://img.pokemondb.net/sprites/sword-shield/icon/popplio.png
849,729,Brionne,Water,60,69,69,91,81,50,https://img.pokemondb.net/sprites/sword-shield/icon/brionne.png
850,730,Primarina,"['Fairy', 'Water']",80,74,74,126,116,60,https://img.pokemondb.net/sprites/sword-shield/icon/primarina.png
851,731,Pikipek,"['Flying', 'Normal']",35,75,30,30,30,65,https://img.pokemondb.net/sprites/sword-shield/icon/pikipek.png
852,732,Trumbeak,"['Flying', 'Normal']",55,85,50,40,50,75,https://img.pokemondb.net/sprites/sword-shield/icon/trumbeak.png
853,733,Toucannon,"['Flying', 'Normal']",80,120,75,75,75,60,https://img.pokemondb.net/sprites/sword-shield/icon/toucannon.png
854,734,Yungoos,Normal,48,70,30,30,30,45,https://img.pokemondb.net/sprites/sword-shield/icon/yungoos.png
855,735,Gumshoos,Normal,88,110,60,55,60,45,https://img.pokemondb.net/sprites/sword-shield/icon/gumshoos.png
856,736,Grubbin,Bug,47,62,45,55,45,46,https://img.pokemondb.net/sprites/sword-shield/icon/grubbin.png
857,737,Charjabug,"['Electric', 'Bug']",57,82,95,55,75,36,https://img.pokemondb.net/sprites/sword-shield/icon/charjabug.png
858,738,Vikavolt,"['Electric', 'Bug']",77,70,90,145,75,43,https://img.pokemondb.net/sprites/sword-shield/icon/vikavolt.png
859,739,Crabrawler,Fighting,47,82,57,42,47,63,https://img.pokemondb.net/sprites/sword-shield/icon/crabrawler.png
860,740,Crabominable,"['Ice', 'Fighting']",97,132,77,62,67,43,https://img.pokemondb.net/sprites/sword-shield/icon/crabominable.png
861,741,Baile Style,"['Flying', 'Fire']",75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-baile.png
862,741,Pom-Pom Style,"['Flying', 'Electric']",75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pom-pom.png
863,741,Pa'u Style,"['Flying', 'Psychic']",75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pau.png
864,741,Sensu Style,"['Flying', 'Ghost']",75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-sensu.png
865,742,Cutiefly,"['Fairy', 'Bug']",40,45,40,55,40,84,https://img.pokemondb.net/sprites/sword-shield/icon/cutiefly.png
866,743,Ribombee,"['Fairy', 'Bug']",60,55,60,95,70,124,https://img.pokemondb.net/sprites/sword-shield/icon/ribombee.png
867,744,Rockruff,Rock,45,65,40,30,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff.png
868,744,Own Tempo Rockruff,Rock,45,65,40,30,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff-own-tempo.png
869,745,Midday Form,Rock,75,115,65,55,65,112,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midday.png
870,745,Midnight Form,Rock,85,115,75,55,75,82,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midnight.png
871,745,Dusk Form,Rock,75,117,65,55,65,110,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-dusk.png
872,746,Solo Form,Water,45,20,20,25,25,40,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-solo.png
873,746,School Form,Water,45,140,130,140,135,30,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-school.png
874,747,Mareanie,"['Water', 'Poison']",50,53,62,43,52,45,https://img.pokemondb.net/sprites/sword-shield/icon/mareanie.png
875,748,Toxapex,"['Water', 'Poison']",50,63,152,53,142,35,https://img.pokemondb.net/sprites/sword-shield/icon/toxapex.png
876,749,Mudbray,Ground,70,100,70,45,55,45,https://img.pokemondb.net/sprites/sword-shield/icon/mudbray.png
877,750,Mudsdale,Ground,100,125,100,55,85,35,https://img.pokemondb.net/sprites/sword-shield/icon/mudsdale.png
878,751,Dewpider,"['Bug', 'Water']",38,40,52,40,72,27,https://img.pokemondb.net/sprites/sword-shield/icon/dewpider.png
879,752,Araquanid,"['Bug', 'Water']",68,70,92,50,132,42,https://img.pokemondb.net/sprites/sword-shield/icon/araquanid.png
